"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-12",56,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-13",63,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-14",68,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-15",61,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-16",36,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-17",33,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-18",53,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-19",61,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-20",56,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-21",63,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-22",40,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-23",31,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-24",23,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-25",21,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-26",33,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-27",28,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-28",30,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-01",37,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-02",41,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-03",43,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-04",39,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-05",39,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-06",40,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-07",43,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-08",44,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-09",64,"Moderate","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-10",66,"Moderate","PM2.5","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-11",67,"Moderate","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-12",45,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-13",46,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-14",47,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-15",43,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-16",35,"Good","Ozone","54-003-0003",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-17",45,"Good","PM2.5","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-18",32,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-19",42,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-20",45,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-21",51,"Moderate","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-22",49,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-23",44,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-24",30,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-25",32,"Good","PM2.5","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-26",46,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-27",44,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-28",36,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-29",42,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-30",49,"Good","Ozone","24-043-0009",2
"Hagerstown-Martinsburg, MD-WV","25180","2021-03-31",37,"Good","Ozone","24-043-0009",2
"Hanford-Corcoran, CA","25260","2021-01-01",27,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-02",34,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-03",28,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-04",36,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-05",26,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-06",28,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-07",31,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-08",31,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-09",31,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-10",23,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-11",38,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-12",54,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-13",65,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-14",60,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-15",34,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-16",51,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-17",54,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-18",54,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-19",64,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-20",56,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-21",77,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-22",27,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-23",22,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-24",25,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-25",28,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-26",27,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-27",36,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-28",29,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-29",29,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-30",28,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-01-31",25,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-01",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-02",28,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-03",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-04",21,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-05",27,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-06",44,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-07",45,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-08",47,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-09",43,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-10",28,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-11",26,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-12",29,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-13",29,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-14",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-15",24,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-16",30,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-17",30,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-18",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-19",34,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-20",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-21",29,"Good","Ozone","06-031-0500",2
"Hanford-Corcoran, CA","25260","2021-02-22",32,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-23",32,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-24",51,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-25",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-26",37,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-02-27",70,"Moderate","PM10","06-031-0500",2
"Hanford-Corcoran, CA","25260","2021-02-28",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-01",38,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-02",37,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-03",38,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-04",43,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-05",57,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-06",32,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-07",29,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-08",32,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-09",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-10",28,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-11",28,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-12",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-13",32,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-14",36,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-15",35,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-16",35,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-17",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-18",36,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-19",23,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-20",36,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-21",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-22",35,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-23",52,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-24",37,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-25",31,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-26",34,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-27",38,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-28",44,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-29",37,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-30",41,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-03-31",45,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-01",50,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-02",53,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-03",44,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-04",33,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-05",36,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-06",34,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-07",45,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-08",44,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-09",37,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-10",35,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-11",37,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-12",40,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-13",57,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-14",46,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-15",45,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-16",39,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-17",35,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-18",39,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-19",40,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-20",36,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-21",33,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-22",36,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-23",33,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-24",38,"Good","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-25",26,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-26",34,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-27",33,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-28",41,"Good","Ozone","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-29",53,"Moderate","PM10","06-031-0500",1
"Hanford-Corcoran, CA","25260","2021-04-30",52,"Moderate","PM10","06-031-0500",1
"Harrisburg-Carlisle, PA","25420","2021-01-01",18,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-02",16,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-03",14,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-04",18,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-05",20,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-06",27,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-07",31,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-08",25,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-09",34,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-10",31,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-11",9,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-12",19,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-13",22,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-14",15,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-15",20,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-16",29,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-17",22,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-18",21,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-19",28,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-20",30,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-21",24,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-22",28,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-23",31,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-24",33,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-25",19,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-01-26",13,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-27",30,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-28",31,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-29",34,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-30",36,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-01-31",24,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-01",32,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-02",32,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-03",36,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-04",36,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-05",33,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-06",35,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-07",34,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-08",32,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-09",23,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-02-10",31,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-11",32,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-12",31,"Good","Ozone","42-043-0401",1
"Harrisburg-Carlisle, PA","25420","2021-02-13",31,"Good","Ozone","42-043-0401",1
"Harrisburg-Carlisle, PA","25420","2021-02-14",32,"Good","Ozone","42-043-0401",1
"Harrisburg-Carlisle, PA","25420","2021-02-15",27,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-16",29,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-17",33,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-18",26,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-19",36,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-20",41,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-21",44,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-22",31,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-23",34,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-24",39,"Good","Ozone","42-043-0401",1
"Harrisburg-Carlisle, PA","25420","2021-02-25",39,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-26",38,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-27",28,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-02-28",22,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-01",34,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-02",36,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-03",36,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-04",33,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-05",37,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-06",35,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-07",38,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-08",38,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-09",44,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-10",46,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-11",48,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-12",42,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-13",42,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-14",41,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-15",38,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-24",19,"Good","Ozone","42-043-1100",2
"Harrisburg-Carlisle, PA","25420","2021-03-25",22,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-26",39,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-27",44,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-28",35,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-29",37,"Good","Ozone","42-043-0401",2
"Harrisburg-Carlisle, PA","25420","2021-03-30",44,"Good","Ozone","42-043-0401",2
"Harrison, AR","25460","2021-01-01",25,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-02",33,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-03",34,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-04",34,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-05",36,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-06",31,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-07",27,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-08",31,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-09",31,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-10",28,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-11",30,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-12",32,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-13",38,"Good","Ozone","05-101-0002",1
"Harrison, AR","25460","2021-01-14",35,"Good","Ozone","05-101-0002",1
