"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Greenville, NC","24780","2021-02-03",12,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-04",15,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-05",34,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-06",18,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-07",3,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-08",22,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-09",24,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-10",28,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-11",33,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-12",13,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-13",8,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-14",8,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-15",15,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-16",12,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-17",23,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-18",13,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-19",23,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-20",31,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-21",30,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-22",18,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-23",12,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-24",20,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-25",28,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-26",13,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-27",22,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-02-28",36,"Good","PM2.5","37-147-0006",1
"Greenville, NC","24780","2021-03-01",34,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-02",38,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-03",40,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-04",45,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-05",40,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-06",40,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-07",42,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-08",44,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-09",51,"Moderate","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-10",74,"Moderate","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-11",48,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-12",48,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-13",43,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-14",43,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-15",42,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-16",34,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-17",28,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-18",31,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-19",35,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-20",40,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-21",42,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-22",41,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-23",35,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-24",24,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-25",36,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-26",27,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-27",30,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-28",36,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-29",41,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-30",44,"Good","Ozone","37-147-0006",1
"Greenville, NC","24780","2021-03-31",32,"Good","Ozone","37-147-0006",1
"Greenville-Anderson-Mauldin, SC","24860","2021-01-01",34,"Good","PM2.5","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-02",28,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-03",24,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-04",29,"Good","NO2","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-05",31,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-06",32,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-07",43,"Good","PM2.5","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-08",31,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-09",25,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-10",51,"Moderate","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-11",61,"Moderate","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-12",52,"Moderate","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-13",54,"Moderate","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-14",51,"Moderate","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-15",33,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-16",25,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-17",27,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-18",31,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-19",34,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-20",32,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-21",27,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-22",35,"Good","PM2.5","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-23",34,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-24",35,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-25",40,"Good","PM2.5","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-26",26,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-27",27,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-28",31,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-29",29,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-30",54,"Moderate","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-01-31",42,"Good","PM2.5","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-01",28,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-02",33,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-03",35,"Good","NO2","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-04",42,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-05",40,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-06",31,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-07",33,"Good","Ozone","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-08",35,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-09",38,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-10",49,"Good","PM2.5","45-045-0015",1
"Greenville-Anderson-Mauldin, SC","24860","2021-02-11",63,"Moderate","PM2.5","45-045-0015",1
"Greenville-Anderson-Mauldin, SC","24860","2021-02-12",18,"Good","PM2.5","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-13",19,"Good","PM2.5","45-045-0015",1
"Greenville-Anderson-Mauldin, SC","24860","2021-02-14",7,"Good","PM2.5","45-045-0015",1
"Greenville-Anderson-Mauldin, SC","24860","2021-02-15",12,"Good","NO2","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-16",19,"Good","PM2.5","45-045-0015",1
"Greenville-Anderson-Mauldin, SC","24860","2021-02-17",27,"Good","PM2.5","45-045-0015",1
"Greenville-Anderson-Mauldin, SC","24860","2021-02-18",25,"Good","PM2.5","45-045-0016",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-19",19,"Good","Ozone","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-20",40,"Good","Ozone","45-007-0006",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-21",43,"Good","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-02-22",31,"Good","Ozone","45-007-0006",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-23",40,"Good","Ozone","45-007-0006",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-24",38,"Good","PM2.5","45-045-0015",2
"Greenville-Anderson-Mauldin, SC","24860","2021-02-25",84,"Moderate","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-02-26",35,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-02-27",31,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-02-28",39,"Good","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-01",39,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-02",35,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-03",49,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-04",54,"Moderate","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-05",48,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-06",45,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-07",54,"Moderate","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-08",61,"Moderate","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-09",80,"Moderate","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-10",99,"Moderate","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-11",70,"Moderate","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-12",62,"Moderate","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-13",41,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-14",47,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-15",46,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-16",36,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-17",26,"Good","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-18",46,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-19",43,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-20",48,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-21",49,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-22",58,"Moderate","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-23",47,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-24",47,"Good","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-25",48,"Good","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-26",44,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-27",40,"Good","PM2.5","45-045-0015",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-28",42,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-29",50,"Good","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-30",51,"Moderate","Ozone","45-045-0016",3
"Greenville-Anderson-Mauldin, SC","24860","2021-03-31",29,"Good","Ozone","45-045-0016",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-01",34,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-02",31,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-03",38,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-04",38,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-05",63,"Moderate","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-06",39,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-07",28,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-08",29,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-09",43,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-10",53,"Moderate","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-11",37,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-12",44,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-13",50,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-14",47,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-15",25,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-16",33,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-17",53,"Moderate","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-18",44,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-19",48,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-20",56,"Moderate","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-21",29,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-22",17,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-23",23,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-24",31,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-25",48,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-26",33,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-27",28,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-28",28,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-29",45,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-30",54,"Moderate","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-01-31",45,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-01",34,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-02",41,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-03",53,"Moderate","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-04",48,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-05",18,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-06",21,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-07",16,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-08",23,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-09",40,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-10",30,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-11",21,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-12",19,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-13",42,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-14",59,"Moderate","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-15",37,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-16",38,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-17",43,"Good","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-18",38,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-19",49,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-20",53,"Moderate","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-21",53,"Moderate","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-22",35,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-23",40,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-24",32,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-25",43,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-26",21,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-27",26,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-02-28",35,"Good","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-01",32,"Good","Ozone","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-02",27,"Good","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-03",36,"Good","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-04",44,"Good","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-05",51,"Moderate","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-06",52,"Moderate","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-07",64,"Moderate","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-08",85,"Moderate","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-09",56,"Moderate","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-10",42,"Good","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-11",43,"Good","Ozone","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-12",41,"Good","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-13",37,"Good","Ozone","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-14",43,"Good","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-15",42,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-16",38,"Good","Ozone","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-17",52,"Moderate","PM2.5","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-18",36,"Good","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-19",35,"Good","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-20",52,"Moderate","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-21",54,"Moderate","Ozone","28-059-0006",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-22",63,"Moderate","PM2.5","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-23",42,"Good","Ozone","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-24",42,"Good","Ozone","28-045-0003",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-25",61,"Moderate","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-26",51,"Moderate","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-27",40,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-28",43,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-29",44,"Good","Ozone","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-30",46,"Good","PM2.5","28-047-0008",3
"Gulfport-Biloxi-Pascagoula, MS","25060","2021-03-31",32,"Good","PM2.5","28-047-0008",3
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-01",55,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-02",23,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-03",36,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-04",33,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-05",50,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-06",31,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-07",22,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-08",38,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-09",18,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-10",29,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-11",64,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-12",58,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-13",55,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-14",59,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-15",61,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-16",24,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-17",22,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-18",15,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-19",23,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-20",29,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-21",31,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-22",23,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-23",23,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-24",33,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-25",60,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-26",40,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-27",31,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-28",25,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-29",19,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-30",34,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-01-31",48,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-01",35,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-02",27,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-03",26,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-04",38,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-05",26,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-06",30,"Good","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-07",56,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-08",54,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-09",71,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-10",67,"Moderate","PM2.5","24-043-0009",1
"Hagerstown-Martinsburg, MD-WV","25180","2021-02-11",75,"Moderate","PM2.5","24-043-0009",1
